,Tweet_Content,Labels,Cleaned_Tweets,Sentiment
291,"Governments will play a huge part in moving drivers towards #EVs. Many have already set firm dates for banning new sales of ICE vehicles. And #COP26 will put even more pressure on policy makers to accelerate the phase-out 👇 
https://t.co/0uzyMIR8q8 https://t.co/ZJv46CxRMF",NEUTRAL,governments will play a huge part in moving drivers towards evs many have already set firm dates for banning new sales of ice vehicles and cop26 will put even more pressure on policy makers to accelerate the phaseout,1
292,2023 Jun 11 - Central Vancouver Island. Row after row of Vietnamese-made electric vehicles arrive for sale in Canada. https://t.co/aOriRGGX7s,NEUTRAL,2023 jun 11 central vancouver island row after row of vietnamesemade electric vehicles arrive for sale in canada,1
293,"“Under the new French law, which is due to be fully adopted by parliament by year-end, however, Chinese-made electric vehicles would probably not qualify for incentives, which are worth between €5,000 and €7,000 per car for new electric vehicles.” https://t.co/mQ3VLTTvis",NEUTRAL,under the new french law which is due to be fully adopted by parliament by yearend however chinesemade electric vehicles would probably not qualify for incentives which are worth between 5000 and 7000 per car for new electric vehicles,1
294,"ATEX Electric Vehicles: Explosion-Proof Vehicles for Dangerous Areas
➡️ https://t.co/geF4f9XiUK https://t.co/H0AoHSYMo0",NEGATIVE,atex electric vehicles explosionproof vehicles for dangerous areas,0
295,Electric vehicles are a hoax!,NEGATIVE,electric vehicles are a hoax,0
296,"Engaging conversations about Asia future of energy across mobility, policies, air transportation and electric vehicles! Catch it today. @economistimpact @MahindraRise @MahindraElctrc 
@rajesh664 

https://t.co/7qxzJYBH1U https://t.co/2g0iyTBojP",POSITIVE,engaging conversations about asia future of energy across mobility policies air transportation and electric vehicles catch it today,2
297,"Ford CEO aims for 600,000 units in 22 months: Demand for our electric vehicles is high https://t.co/WyrAgl87QV by @BrianSozzi https://t.co/y4xByubTcZ",POSITIVE,ford ceo aims for 600000 units in 22 months demand for our electric vehicles is high by,2
298,"We will be part of the conversations on the opportunities &amp; challenges involved in establishing a UK-wide charging infrastructure at the @cfconferences #EVInfra.

Join us! Simply use EV12GS for a 30% discount when registering: https://t.co/EhKicYBloU

#EV #Electric Vehicles https://t.co/7yapYKBoqP",NEUTRAL,we will be part of the conversations on the opportunities amp challenges involved in establishing a ukwide charging infrastructure at the evinfra join us simply use ev12gs for a 30 discount when registering ev electric vehicles,1
299,"WATCH: British company Lunaz rebuilds old diesel-powered recycling trucks into electric vehicles, which are said to be greener and cheaper than an all-new electric equivalent https://t.co/gatIpAnSi3",POSITIVE,watch british company lunaz rebuilds old dieselpowered recycling trucks into electric vehicles which are said to be greener and cheaper than an allnew electric equivalent,2
300,"Electric Vehicle morons...

Go check out the price increases of lithium, cobalt, and nickel over the past 2 years. Now tell me how TF you think this scales up to replace combustible engines in any meaningful way whatsoever. Not to mention your EV runs on coal energy 

🤡🌎",NEGATIVE,electric vehicle morons go check out the price increases of lithium cobalt and nickel over the past 2 years now tell me how tf you think this scales up to replace combustible engines in any meaningful way whatsoever not to mention your ev runs on coal energy,0
301,Program replaces dirty diesel with electric vehicles #EV #ActOnClimate https://t.co/pt2BurVk0D https://t.co/3sICe7IHoj,NEGATIVE,program replaces dirty diesel with electric vehicles ev actonclimate,0
302,"Unfortunately, the fantasy of widespread, uniform electric vehicle use is at odds with the reality of these machines. 
After mass rain and floods, several electric vehicles across the Sunshine State are literally exploding.
https://t.co/SAGmHr0OGU",NEGATIVE,unfortunately the fantasy of widespread uniform electric vehicle use is at odds with the reality of these machines after mass rain and floods several electric vehicles across the sunshine state are literally exploding,0
